id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.408041,1942937340,67,4084636681,323910514.0,0.41272,0.372079,0.03192893,8.48921,154572768.0,8.64325,4756695618.0,10000000000.0,10000000000.0,2.39,-82.85633,2024-01-12T12:29:59.231Z,0.245747,66.74962,2025-04-07T07:01:34.124Z,,2025-05-10T15:11:44.976Z
fasttoken,ftn,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,4.36,1870423990,68,3788394848,53774820.0,4.36,4.35,0.0032689,0.07506,1222249.0,0.06539,429234429.0,869380155.8,1000000000.0,4.36,-0.09621,2025-05-08T21:02:36.266Z,0.398142,994.67633,2023-01-21T10:15:39.503Z,,2025-05-10T15:11:45.681Z
sonic-3,s,Sonic (prev. FTM),https://coin-images.coingecko.com/coins/images/38108/large/200x200_Sonic_Logo.png?1734679256,0.586309,1862011772,69,1862011772,139199175.0,0.597324,0.58031,-0.007300977598062808,-1.22993,-17738597.133093834,-0.94367,3175000000.0,3175000000.0,,1.029,-43.01727,2025-01-04T21:35:44.705Z,0.359647,63.11026,2025-02-03T02:11:37.229Z,,2025-05-10T15:11:47.780Z
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,2.208e-05,1711565305,70,1963694023,576068850.0,2.279e-05,2.118e-05,2.17577e-07,0.99498,22910115.0,1.35671,77419592329436.58,88824183471330.62,88824183471330.62,5.825e-05,-62.0498,2024-11-20T04:01:06.465Z,8.6142e-08,25562.20474,2022-12-29T22:48:46.755Z,,2025-05-10T15:11:50.763Z
jupiter-perpetuals-liquidity-provider-token,jlp,Jupiter Perpetuals Liquidity Provider Token,https://coin-images.coingecko.com/coins/images/33094/large/jlp.png?1700631386,4.53,1616211654,71,1616211654,101140047.0,4.55,4.47,0.04354399,0.97033,4485771.0,0.27832,356700997.928954,356700997.928954,,5.03,-9.87224,2025-01-19T14:31:08.348Z,0.146839,2985.71865,2023-11-24T05:55:06.706Z,,2025-05-10T15:11:49.167Z
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,1.15,1601451263,72,11561385318,313022971.0,1.21,1.13,0.02239751,1.98112,41055922.0,2.63112,1385172468.03572,10000000000.0,10000000000.0,11.74,-90.14979,2024-03-10T00:10:42.330Z,0.583741,98.11442,2025-04-07T07:06:11.379Z,,2025-05-10T15:11:49.237Z
blockstack,stx,Stacks,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,1.002,1531885916,73,1531885916,113598971.0,1.048,0.965101,0.02135931,2.17769,38162390.0,2.55485,1525182119.85301,1525182119.85301,1818000000.0,3.86,-73.95562,2024-04-01T12:34:58.342Z,0.04559639,2107.27723,2020-03-13T02:29:26.415Z,"{'times': 7.3515432124899, 'currency': 'usd', 'percentage': 735.15432124899}",2025-05-10T15:11:47.630Z
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,0.527112,1528396801,74,3691550451,140893944.0,0.571225,0.52479,-0.008985101772967852,-1.67602,-27628284.432770252,-1.77557,2897855555.54,6999216416.10649,10000000000.0,2.0,-73.64991,2024-01-31T15:02:47.304Z,0.306358,72.02266,2025-04-07T06:56:22.719Z,,2025-05-10T15:11:46.284Z
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/FDUSD_icon_black.png?1731097953,0.999969,1517530852,75,1517530852,2419497751.0,1.004,0.991645,-0.003471306083615011,-0.34594,14840380.0,0.98759,1517569608.308603,1517569608.308603,,1.15,-13.1463,2025-02-03T02:30:49.959Z,0.940377,6.33764,2024-12-05T22:30:51.394Z,,2025-05-10T15:11:47.447Z
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1786.55,1489833575,76,1532212963,65973272.0,1791.39,1701.68,66.97,3.89427,57434374.0,4.00966,833624.4595151249,857337.5068217702,1005577.0,6292.31,-71.60293,2021-05-03T21:54:29.333Z,168.36,961.33203,2020-03-16T20:52:36.527Z,,2025-05-10T15:11:45.254Z
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,2437.55,1474874377,77,1474874377,60491755.0,2442.72,2280.31,120.76,5.21224,84264929.0,6.05957,604999.999959841,604999.999959841,,4098.26,-40.52369,2024-12-06T20:27:27.286Z,1394.32,74.81618,2025-04-09T01:32:41.942Z,,2025-05-10T15:11:49.734Z
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,97.21,1413892524,78,1420533853,29130633.0,97.17,93.8,2.58,2.72178,41461145.0,3.021,14544176.164091088,14612493.0,14612493.0,427.42,-77.30373,2021-09-11T09:15:00.668Z,0.215773,44858.72977,2018-08-23T00:00:00.000Z,"{'times': 16.173974089116378, 'currency': 'eth', 'percentage': 1617.3974089116377}",2025-05-10T15:11:50.931Z
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,11.29,1411786426,79,1609396474,63717.0,11.3,11.05,0.166433,1.49584,18670653.0,1.34021,125025334.8513356,142525334.8513356,,28.83,-60.87564,2021-12-01T15:09:35.541Z,0.342863,3189.80052,2019-02-07T00:00:00.000Z,,2025-05-10T15:11:47.952Z
binance-staked-sol,bnsol,Binance Staked SOL,https://coin-images.coingecko.com/coins/images/40132/large/bnsol.png?1725968367,180.2,1400477961,80,1400477961,5673211.0,183.2,177.16,2.56,1.44088,12772526.0,0.92041,7771561.094685916,7771561.094685916,,297.96,-39.51955,2025-01-19T11:30:53.744Z,100.21,79.8266,2025-04-07T06:56:20.488Z,,2025-05-10T15:11:49.650Z
eos,eos,EOS,https://coin-images.coingecko.com/coins/images/738/large/CG_EOS_Icon.png?1731705232,0.917448,1391580690,81,1926525694,431447419.0,0.990704,0.846803,0.067361,7.92396,104769249.0,8.14177,1516885789.1746,2100000000.0,2100000000.0,22.71,-95.94466,2018-04-29T07:50:33.540Z,0.402746,128.68489,2024-11-04T21:55:59.771Z,"{'times': -0.07328512959269949, 'currency': 'usd', 'percentage': -7.32851295926995}",2025-05-10T15:11:47.482Z
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,2535.99,1380532345,82,1380532345,1553234.0,2540.52,2379.02,126.38,5.24483,67870356.0,5.17044,544349.4785001609,544349.4785001609,,4216.2,-39.84935,2024-12-06T20:31:16.142Z,1459.69,73.74043,2025-04-09T01:45:22.546Z,,2025-05-10T15:11:44.747Z
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.02025074,1316999646,83,2091944872,11969865.0,0.02059704,0.01977037,0.00024844,1.24206,15334306.0,1.17805,65089205292.21085,103388812362.3484,,0.150073,-86.50938,2023-01-10T03:14:05.921Z,0.00827405,144.69001,2023-10-19T03:35:41.663Z,,2025-05-10T15:11:48.014Z
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,0.787137,1307476978,84,3388751713,280129851.0,0.796906,0.737069,0.04642514,6.26764,89476650.0,7.34619,1657120774.0,4294967296.0,4294967296.0,4.84,-83.71816,2024-03-06T08:35:50.817Z,0.402159,96.12698,2022-06-18T20:54:52.178Z,,2025-05-10T15:11:50.900Z
fartcoin,fartcoin,Fartcoin,https://coin-images.coingecko.com/coins/images/50891/large/fart.jpg?1729503972,1.31,1307435515,85,1307435515,289903300.0,1.42,1.29,-0.015531461186786943,-1.17521,-9664724.120994568,-0.73379,999992141.941677,999992141.941677,1000000000.0,2.48,-47.31448,2025-01-19T20:41:07.782Z,0.02002855,6420.7265,2024-10-30T07:56:04.381Z,,2025-05-10T15:11:49.814Z
sei-network,sei,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.254143,1298243812,86,2541976353,156025534.0,0.25544,0.234153,0.01733515,7.32034,89202296.0,7.37793,5107222222.0,10000000000.0,,1.14,-77.698,2024-03-16T02:30:23.904Z,0.095364,166.53723,2023-10-19T08:05:30.655Z,,2025-05-10T15:11:47.372Z
nexo,nexo,NEXO,https://coin-images.coingecko.com/coins/images/3695/large/CG-nexo-token-200x200_2x.png?1730414360,1.29,1289140038,87,1289140038,11460182.0,1.29,1.26,0.02306604,1.82158,21543537.0,1.69956,1000000000.0,1000000000.0,1000000000.0,4.07,-68.30722,2021-05-12T14:37:47.535Z,0.04515276,2755.31374,2018-09-13T00:00:00.000Z,"{'times': 11.89332030593936, 'currency': 'usd', 'percentage': 1189.332030593936}",2025-05-10T15:11:45.696Z
virtual-protocol,virtual,Virtuals Protocol,https://coin-images.coingecko.com/coins/images/34057/large/LOGOMARK.png?1708356054,1.92,1256991431,88,1926229440,397696066.0,2.01,1.9,-0.03288550606143481,-1.68047,-17927932.945619583,-1.4062,652565787.2591186,1000000000.0,1000000000.0,5.07,-61.98595,2025-01-02T06:15:38.599Z,0.00748604,25620.08547,2024-01-23T20:55:21.653Z,,2025-05-10T15:11:50.851Z
immutable-x,imx,Immutable,https://coin-images.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,0.672662,1223647333,89,1346626678,58520516.0,0.689425,0.651858,0.01694054,2.58349,33515317.0,2.8161,1817351985.3898141,2000000000.0,2000000000.0,9.52,-92.91555,2021-11-26T01:03:01.536Z,0.353994,90.5216,2025-04-07T07:00:54.005Z,,2025-05-10T15:11:48.987Z
story-2,ip,Story,https://coin-images.coingecko.com/coins/images/54035/large/Transparent_bg.png?1738075331,4.45,1204178288,90,4476529849,47714459.0,4.59,4.35,-0.12959958077575529,-2.83295,-28789702.742405176,-2.33499,270258777.3,1004686345.52,,7.31,-39.03744,2025-02-26T16:11:25.410Z,1.0,345.72062,2025-02-14T03:11:08.309Z,,2025-05-10T15:11:47.909Z
xdce-crowd-sale,xdc,XDC Network,https://coin-images.coingecko.com/coins/images/2912/large/xdc-icon.png?1696503661,0.076329,1199940194,91,2902279838,40156980.0,0.079322,0.076329,-0.000158617974674174,-0.20738,-2888549.4505262375,-0.24015,15707153062.5,37990688098.5,,0.192754,-60.33482,2021-08-21T04:39:48.324Z,0.00039532,19240.44422,2019-07-22T00:00:00.000Z,"{'times': 3.170378910943999, 'currency': 'eth', 'percentage': 317.03789109439987}",2025-05-10T15:11:47.714Z
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Other_200x200.png?1738782212,12.22,1196525014,92,1224351834,114032491.0,12.37,11.66,0.422973,3.58465,47238962.0,4.11029,97727220.33,100000000.0,,52.62,-76.71511,2024-03-14T15:06:22.124Z,0.657401,1763.80471,2020-11-03T16:19:30.576Z,,2025-05-10T15:11:47.779Z
solv-btc,solvbtc,Solv Protocol BTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,103579.0,1161067731,93,1161088236,2128476.0,103922.0,102126.0,846.32,0.82381,11900363.0,1.03556,11212.33594169,11212.53395802107,21000000.0,108929.0,-4.94549,2025-01-20T07:17:19.296Z,49058.0,111.06167,2024-08-05T06:28:45.311Z,,2025-05-10T15:11:43.874Z
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,2761.47,1139422760,94,1139422760,6253019.0,2761.52,2558.74,135.74,5.16949,63652808.0,5.91695,412437.4750398529,412437.4750398529,,4814.31,-42.61382,2021-12-01T08:03:50.749Z,887.26,211.37862,2022-06-18T20:55:45.957Z,,2025-05-10T15:11:45.429Z
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.118203,1131045287,95,1277863662,83622026.0,0.120251,0.10955,0.00662519,5.93774,67151504.0,6.31186,9548531509.16547,10788004319.0,10788004319.0,2.84,-95.83115,2021-02-12T07:28:45.775Z,0.052051,127.58073,2022-11-22T10:05:03.503Z,,2025-05-10T15:11:46.819Z
usdt0,usdt0,USDT0,https://coin-images.coingecko.com/coins/images/53705/large/usdt0.jpg?1737086183,1.002,1087865914,96,1087865914,235459173.0,1.003,0.997294,0.00103993,0.1039,-23091050.515086174,-2.07848,1085723532.058121,1085723532.058121,,1.052,-4.90364,2025-01-23T22:34:53.341Z,0.975737,2.53272,2025-02-28T01:35:58.101Z,,2025-05-10T15:11:48.377Z
curve-dao-token,crv,Curve DAO,https://coin-images.coingecko.com/coins/images/12124/large/Curve.png?1696511967,0.775304,1044686212,97,1757743065,133700365.0,0.78724,0.751077,0.01452457,1.90917,27518740.0,2.70543,1342210996.0,2258345178.753356,3030303031.0,15.37,-94.93612,2020-08-14T00:00:00.000Z,0.180354,331.60886,2024-08-05T11:41:26.119Z,,2025-05-10T15:11:47.310Z
floki,floki,FLOKI,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,0.00010276,995462669,98,1030111285,252039401.0,0.00010684,9.709e-05,2.66e-06,2.6607,31178099.0,3.23329,9663642011055.0,10000000000000.0,10000000000000.0,0.00034495,-70.06224,2024-06-05T07:25:59.137Z,8.428e-08,122432.46786,2021-07-06T01:11:20.438Z,,2025-05-10T15:11:46.889Z
lido-dao,ldo,Lido DAO,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,1.063,956499120,99,1065227691,126503666.0,1.078,1.002,0.0508,5.01796,50279545.0,5.54827,897929267.0487131,1000000000.0,1000000000.0,7.3,-85.41381,2021-08-20T08:35:20.158Z,0.40615,162.27051,2022-06-18T20:55:12.035Z,,2025-05-10T15:11:42.799Z
wbnb,wbnb,Wrapped BNB,https://coin-images.coingecko.com/coins/images/12591/large/binance-coin-logo.png?1696512401,652.09,938891447,100,938891447,356307466.0,673.83,632.0,16.72,2.63167,31928185.0,3.52034,1439831.524515891,1439831.524515891,,789.32,-17.38674,2024-12-04T10:35:40.754Z,23.6,2662.70455,2020-09-24T13:48:40.532Z,,2025-05-10T15:11:46.768Z
